"","Facility_reference_number","License_holder","Site_common_name","Fish_health_zone","Month","Number_of_counts_performed","L.salmonis_motile","L.salmonis_motile_audit","L.salmonis_female","L.salmonis_female_aduit","Chalimus","Chalimus_audit","Caligus","Caligus_audit","Comments","Year_class"
"711","AQ466","Marine Harvest","Arrow ","3.3","April","2","0.2",NA,"0.1",NA,"0.5",NA,"0.4",NA,NA,"1"
"721","AQ1586","Marine Harvest","Doctor Islets","3.3","April","3","0",NA,"0",NA,"1.2",NA,"0",NA,NA,"1"
"731","AQ141","Marine Harvest","Port Elizabeth","3.3","April","2","0",NA,"0",NA,"0",NA,"0",NA,NA,"2"
"741","AQ1145","Marine Harvest","Potts Bay","3.3","April","2","0",NA,"0",NA,"4.4",NA,"0",NA,NA,"broodstock"
"75","AQ465","Marine Harvest","Swanson","3.3","April","2","0",NA,"0",NA,"0.4",NA,"0.2",NA,NA,"2"
"761","AQ739","Marine Harvest","Upper Retreat","3.3","April","2","0.2",NA,"0",NA,"0.5",NA,"0.4",NA,NA,"1"
"771","AQ820","Marine Harvest","Wicklow","3.3","April","2","0.4",NA,"0.1",NA,"3",NA,"0.9",NA,NA,"1"
"791","AQ1335","Mainstream Canada","Wehlis","3.4","April","2","0.2",NA,"0",NA,"0.2",NA,"0",NA,NA,"1"
"801","AQ892","Marine Harvest","Bell Island","3.4","April","*****1","0",NA,"0",NA,"0",NA,"0",NA,NA,"1"
"81","AQ1351","Marine Harvest","Marsh","3.4","April","2","1.2",NA,"0.4",NA,"0.7",NA,"0.2",NA,NA,"1"
"82","AQ1198","Marine Harvest","Raynor","3.4","April","2","0",NA,"0",NA,"0",NA,"0",NA,NA,"1"
"831","AQ1350","Marine Harvest","Shelter Bay","3.4","April","1","0",NA,"0",NA,"0",NA,"0",NA,"1 count only; no data submitted for 2nd count NA","2"
"851","AQ831","Marine Harvest","Shelter Pass","3.4","April","2","0",NA,"0",NA,"0",NA,"0",NA,NA,"1"
"871","AQ1702","Marine Harvest","Goat Cove","3.5","April","2","0.2",NA,"0.1",NA,"0.8",NA,"0",NA,NA,"2"
"881","AQ1580","Marine Harvest","Jackson Pass","3.5","April","2","0.1",NA,"0",NA,"0.4",NA,"0.2",NA,NA,"1"
"891","AQ1691","Marine Harvest","Kid Bay","3.5","April","2","0.4",NA,"0.2",NA,"0.4",NA,"0.1",NA,NA,"2"
"901","AQ1896","Marine Harvest","Lime Point","3.5","April","2","0.2",NA,"0",NA,"0.5",NA,"0",NA,NA,"1"
"911","AQ884","Marine Harvest","Lochalsh","3.5","April","2","0.6",NA,"0.1",NA,"1.1",NA,"2.1",NA,NA,"1"
"921","AQ1895","Marine Harvest","Sheep Passage","3.5","April","2","0.4",NA,"0.1",NA,"0.9",NA,"0",NA,NA,"2"
"951","AQ1537","Mainstream Canada","Bare Bluff","2.3","May","*****1","0.2",NA,"0.1",NA,"0.1",NA,"0",NA,NA,"1"
"961","AQ227","Mainstream Canada","Bawden","2.3","May","2","0.1",NA,"0",NA,"0.4",NA,"0.1",NA,NA,"1"
"971","AQ520","Mainstream Canada","Bedwell","2.3","May","2","0.3",NA,"0.1",NA,"0.1",NA,"0.2",NA,NA,"1"
"981","AQ1148","Mainstream Canada","Binns Island","2.3","May","*1","2",NA,"1.8",NA,"1.4",NA,"1.7",NA,"treatment","2"
"991","AQ540","Mainstream Canada","Fortune","2.3","May","2","0",NA,"0",NA,"0",NA,"0",NA,NA,"2"
"1001","AQ1291","Mainstream Canada","McIntyre Lake","2.3","May","***1","0.9",NA,"0.3",NA,"0.2",NA,"0.1",NA,"harvesting","2"
"1011","AQ1507","Mainstream Canada","Millar","2.3","May","2","0",NA,"0",NA,"1.3",NA,"0",NA,NA,"2"
"1021","AQ543","Mainstream Canada","Mussel Rock","2.3","May","2","0.4",NA,"0",NA,"0.7",NA,"0.1",NA,NA,"1"
"1031","AQ526","Mainstream Canada","Rant Pt","2.3","May","2","1.2",NA,"0.7",NA,"0.3",NA,"0.2",NA,NA,"2"
"104","AQ314","Mainstream Canada","Ross Pass","2.3","May","2","0.2",NA,"0",NA,"0.5",NA,"0",NA,NA,"1"
"1051","AQ527","Mainstream Canada","Saranac","2.3","May","2","0.6",NA,"0",NA,"0.1",NA,"0",NA,NA,"1"
"1061","AQ1472","Mainstream Canada","West Side","2.3","May","2","0.6",NA,"0.2",NA,"0.1",NA,"0.1",NA,NA,"1"
"1081","AQ1738","Grieg Seafood","Atrevida","2.4","May","2","0.6",NA,"0.1",NA,"0.3",NA,"0",NA,NA,"1"
"109","AQ1789","Grieg Seafood","Concepcion","2.4","May","2","0.1",NA,"0",NA,"0",NA,"0",NA,NA,"1"
"1101","AQ1863","Grieg Seafood","Esperanza","2.4","May","2","0.8","0.5","0.3","0.1","0","0.1","0","0","2011-05-26 statistical agreement with farm count that day NA NA","2"
"1131","AQ1849","Grieg Seafood","Muchalat N","2.4","May","2","1",NA,"0.4",NA,"0",NA,"0.1",NA,NA,"2"
"1141","AQ1079","Grieg Seafood","Steamer Pt","2.4","May","2","0.6",NA,"0.2",NA,"0",NA,"0",NA,NA,"2"
"1151","AQ1705","Grieg Seafood","Williamson","2.4","May","***1","1.2",NA,"0.6",NA,"0.2",NA,"0",NA,"harvesting","2"
"1161","AQ1376","Marine Harvest","Cleagh Crk","2.4","May","1","0",NA,"0",NA,"0.4",NA,"0",NA,"1 count only; no data submitted for 2nd count NA","1"
"1181","AQ1338","Marine Harvest","Mahatta E","2.4","May","2","1.7",NA,"0.7",NA,"1.2",NA,"0.1",NA,NA,"2"
"1191","AQ1238","Marine Harvest","Mahatta W","2.4","May","***1","1.3",NA,"0.5",NA,"0.6",NA,"0",NA,"harvesting","2"
"1211","AQ1698","Grieg Seafood","Ahlstrom","3.1","May","2","0.1",NA,"0",NA,"0",NA,"0.1",NA,NA,"2"
"1221","AQ1697","Grieg Seafood","Culloden","3.1","May","2","0",NA,"0",NA,"0",NA,"0.1",NA,NA,"2"
"123","AQ746","Grieg Seafood","Farm 13","3.1","May","****1","0.1",NA,"0",NA,"0.1",NA,"0",NA,NA,"1"
"1251","AQ137","Grieg Seafood","Conville Bay","3.2","May","2","0.1",NA,"0",NA,"0.3",NA,"0",NA,NA,"1"
"1261","AQ306","Mainstream Canada","Venture","3.2","May","2","0.2","0.4","0","0.1","0.6","0.9","0.6","0.5","2011-05-25 statistical agreement with farm count that day NA NA","1"
"1291","AQ377","Marine Harvest","Bickley","3.2","May","2","0.2",NA,"0",NA,"0.9",NA,"0",NA,NA,"1"
"1301","AQ388","Marine Harvest","Brougham Pt","3.2","May","2","0.5",NA,"0.1",NA,"3.6",NA,"0.7",NA,NA,"1"
"1311","AQ790","Marine Harvest","Chancellor ","3.2","May","2","2",NA,"0.7",NA,"1.2",NA,"0.6",NA,NA,"2"
"1321","AQ1164","Marine Harvest","Farside","3.2","May","2","0.7",NA,"0.4",NA,"1.3",NA,"0.1",NA,NA,"2"
"1331","AQ1031","Marine Harvest","Frederick Arm","3.2","May","2","0.4",NA,"0.1",NA,"1.1",NA,"0.3",NA,NA,"2"
"1341","AQ1581","Marine Harvest","Hardwicke","3.2","May","2","0.9",NA,"0.3",NA,"1.5",NA,"1.8",NA,NA,"2"
"1351","AQ100","Marine Harvest","Lees Bay","3.2","May","2","2.8",NA,"1",NA,"3.8",NA,"1.6",NA,NA,"2"
"1361","AQ380","Marine Harvest","Sonora Pt","3.2","May","2","0.1",NA,"0.1",NA,"0.2",NA,"0",NA,NA,"1"
"137","AQ378","Marine Harvest","Thurlow S","3.2","May","3","0.8","0.4","0.2","0","3.9","7.4","1","0.4","2011-05-02 statistical agreement with farm count that day NA NA","2"
"1411","AQ1825","Grieg Seafood","Bennett Pt","3.3","May","2","0.1",NA,"0",NA,"0",NA,"0",NA,NA,"1"
"1421","AQ1144","Mainstream Canada","Burdwood","3.3","May","2","0.1",NA,"0",NA,"0.8",NA,"0.3",NA,NA,"2"
"1431","AQ819","Mainstream Canada","Cecil","3.3","May","2","0.4",NA,"0.2",NA,"0.2",NA,"0.1",NA,NA,"broodstock"
"1441","AQ869","Mainstream Canada","Maude Island","3.3","May","2","0",NA,"0",NA,"0.1",NA,"0.1",NA,NA,"2"
"1451","AQ466","Marine Harvest","Arrow ","3.3","May","1","0.1",NA,"0",NA,"0.5",NA,"0.1",NA,"1 count only; no data submitted for 2nd count NA NA","1"
"1481","AQ1586","Marine Harvest","Doctor Islets","3.3","May","2","0.3",NA,"0",NA,"2.3",NA,"0.2",NA,NA,"1"
"1491","AQ141","Marine Harvest","Port Elizabeth","3.3","May","2","0.4",NA,"0.1",NA,"2",NA,"0.2",NA,NA,"2"
"1501","AQ1145","Marine Harvest","Potts Bay","3.3","May","2","0.1",NA,"0",NA,"13.3",NA,"0.1",NA,NA,"broodstock"
"1511","AQ1059","Marine Harvest","Sargeaunt Pass","3.3","May","2","0",NA,"0",NA,"0.2",NA,"0",NA,NA,"1"
"1521","AQ465","Marine Harvest","Swanson","3.3","May","2","0.4",NA,"0",NA,"3",NA,"0.5",NA,NA,"2"
"1531","AQ739","Marine Harvest","Upper Retreat","3.3","May","3","0.2",NA,"0",NA,"0.8",NA,"0",NA,NA,"1"
"1541","AQ820","Marine Harvest","Wicklow","3.3","May","2","0.7",NA,"0.2",NA,"8.7",NA,"2.3",NA,NA,"2"
"1561","AQ1335","Mainstream Canada","Wehlis","3.4","May","**1","0.3",NA,"0",NA,"1",NA,"0.1",NA,"low oxygen","1"
"1571","AQ892","Marine Harvest","Bell Island","3.4","May","2","0",NA,"0",NA,"0",NA,"0.1",NA,NA,"1"
"1581","AQ1351","Marine Harvest","Marsh","3.4","May","1","0.9",NA,"0.6",NA,"0.3",NA,"0.1",NA,"1 count only; no data submitted for 2nd count NA NA","1"
"1611","AQ1198","Marine Harvest","Raynor","3.4","May","2","0",NA,"0",NA,"0.4",NA,"0.1",NA,NA,"1"
"1621","AQ1350","Marine Harvest","Shelter Bay","3.4","May","2","0.2",NA,"0.1",NA,"0.5",NA,"0.1",NA,NA,"2"
"1631","AQ831","Marine Harvest","Shelter Pass","3.4","May","2","0.1",NA,"0",NA,"0.3",NA,"0",NA,NA,"1"
"1651","AQ1702","Marine Harvest","Goat Cove","3.5","May","2","0.4",NA,"0.2",NA,"0.4",NA,"0.1",NA,NA,"2"
"166","AQ1580","Marine Harvest","Jackson Pass","3.5","May","2","0.3",NA,"0.2",NA,"0.2",NA,"0.2",NA,NA,"1"
"1671","AQ1896","Marine Harvest","Lime Point","3.5","May","2","0.3",NA,"0.1",NA,"0.2",NA,"0.1",NA,NA,"1"
"1681","AQ884","Marine Harvest","Lochalsh","3.5","May","2","0.3",NA,"0.2",NA,"0.3",NA,"0.2",NA,NA,"1"
"1691","AQ1895","Marine Harvest","Sheep Passage","3.5","May","2","0.7",NA,"0.2",NA,"0.6",NA,"0.1",NA,NA,"2"
"1721","AQ1537","Mainstream Canada","Bare Bluff","2.3","June","3","0.5",NA,"0.1",NA,"0.1",NA,"0.1",NA,NA,"1"
"1731","AQ227","Mainstream Canada","Bawden","2.3","June","*1","0.2",NA,"0",NA,"0",NA,"0",NA,"treatment","1"
"1741","AQ520","Mainstream Canada","Bedwell","2.3","June","2","0.9","1.1","0.3","0.3","0.4","0.5","0.5","0.7","2011-06-01 statistical agreement with farm count that day NA NA","1"
"1771","AQ1148","Mainstream Canada","Binns Island","2.3","June","2","0",NA,"0",NA,"0",NA,"0",NA,NA,"2"
"1781","AQ540","Mainstream Canada","Fortune","2.3","June","***1","0",NA,"0",NA,"0",NA,"0",NA,"harvesting","2"
"1791","AQ1507","Mainstream Canada","Millar","2.3","June","2","0.1",NA,"0",NA,"0.1",NA,"0",NA,NA,"2"
"1801","AQ543","Mainstream Canada","Mussel Rock","2.3","June","2","0.9",NA,"0.3",NA,"0.3",NA,"0.4",NA,NA,"1"
"1811","AQ526","Mainstream Canada","Rant Pt","2.3","June","*1","1",NA,"0.7",NA,"0.4",NA,"0.1",NA,"treatment","2"
"1821","AQ314","Mainstream Canada","Ross Pass","2.3","June","2","0.3",NA,"0",NA,"0.1",NA,"0",NA,NA,"1"
"183","AQ527","Mainstream Canada","Saranac","2.3","June","*1","1.5",NA,"0.2",NA,"0.6",NA,"0",NA,"treatment","1"
"1841","AQ1472","Mainstream Canada","West Side","2.3","June","2","0.7","0.6","0.4","0.2","0","0","0.1","0.1","2011-06-03 statistical agreement with farm count that day NA NA","1"
"1881","AQ1738","Grieg Seafood","Atrevida","2.4","June","2","0.5",NA,"0.2",NA,"0.1",NA,"0",NA,NA,"1"
"1891","AQ1789","Grieg Seafood","Concepcion","2.4","June","2","0.1",NA,"0",NA,"0",NA,"0",NA,NA,"1"
"1901","AQ1863","Grieg Seafood","Esperanza","2.4","June","2","1.7",NA,"0.8",NA,"0",NA,"0",NA,NA,"2"
"1911","AQ1849","Grieg Seafood","Muchalat N","2.4","June","2","0.4",NA,"0.1",NA,"0",NA,"0",NA,NA,"2"
"1921","AQ1079","Grieg Seafood","Steamer Pt","2.4","June","**1","1.6",NA,"0.9",NA,"0",NA,"0",NA,"algal bloom","2"
"1931","AQ1376","Marine Harvest","Cleagh Crk","2.4","June","2","0.1","0.3","0","0","0.5","0.6","0.1","0","2011-06-02 statistical agreement with farm count that day NA NA","1"
"196","AQ1338","Marine Harvest","Mahatta E","2.4","June","***1","3",NA,"1.6",NA,"0",NA,"0.1",NA,"harvesting","2"
"1971","AQ1238","Marine Harvest","Mahatta W","2.4","June","***1","1.9",NA,"0.8",NA,"0.2",NA,"0.2",NA,"harvesting","2"
"1991","AQ1698","Grieg Seafood","Ahlstrom","3.1","June","**1","0",NA,"0",NA,"0",NA,"0",NA,"algal bloom","2"
"2001","AQ1697","Grieg Seafood","Culloden","3.1","June","**1","0",NA,"0",NA,"0.1",NA,"0",NA,"algal bloom","2"
"201","AQ746","Grieg Seafood","Farm 13","3.1","June","**1","0.1",NA,"0",NA,"0.1",NA,"0",NA,"algal bloom","1"
"2031","AQ137","Grieg Seafood","Conville Bay","3.2","June","**1","0.1",NA,"0",NA,"0.2",NA,"0",NA,"low oxygen","1"
"2041","AQ1401","Mainstream Canada","Brent","3.2","June","**1","0.6",NA,"0.1",NA,"0.1",NA,"0.5",NA,"algal bloom","1"
"2051","AQ306","Mainstream Canada","Venture","3.2","June","**1","0.4",NA,"0.1",NA,"0.4",NA,"0.7",NA,"algal bloom","1"
"2061","AQ377","Marine Harvest","Bickley","3.2","June","**1","0.3",NA,"0.1",NA,"0.8",NA,"0.5",NA,"algal bloom","1"
"2071","AQ388","Marine Harvest","Brougham Pt","3.2","June","2","0.8",NA,"0.2",NA,"1.5",NA,"0.5",NA,NA,"1"
"208","AQ790","Marine Harvest","Chancellor ","3.2","June","*1","4",NA,"1.6",NA,"0.6",NA,"1",NA,"SL treatment","2"
"209","AQ1164","Marine Harvest","Farside","3.2","June","2","1",NA,"0.7",NA,"0.4",NA,"0",NA,NA,"2"
"210","AQ1031","Marine Harvest","Frederick Arm","3.2","June","2","0.5",NA,"0.3",NA,"0.5",NA,"0",NA,NA,"2"
"211","AQ1581","Marine Harvest","Hardwicke","3.2","June","2","2.6",NA,"1.8",NA,"0.5",NA,"2.3",NA,NA,"2"
"212","AQ100","Marine Harvest","Lees Bay","3.2","June","*1","2.8",NA,"1.5",NA,"0.4",NA,"0.4",NA,"SL treatment","2"
"213","AQ380","Marine Harvest","Sonora Pt","3.2","June","**1","0",NA,"0",NA,"0",NA,"0",NA,"algal bloom","1"
"214","AQ378","Marine Harvest","Thurlow S","3.2","June","2","1.5",NA,"0.4",NA,"1.4",NA,"1",NA,NA,"2"
"216","AQ1825","Grieg Seafood","Bennett Pt","3.3","June","2","0.1",NA,"0",NA,"0",NA,"0",NA,NA,"1"
"217","AQ1144","Mainstream Canada","Burdwood","3.3","June","3","0.1","0.1","0","0","0.9","1.1","0.2","0.5","2011-06-08 statistical agreement with farm count that day NA NA","2"
"220","AQ819","Mainstream Canada","Cecil","3.3","June","2","0.3",NA,"0.2",NA,"0.1",NA,"0",NA,NA,"broodstock"
"221","AQ869","Mainstream Canada","Maude Island","3.3","June","2","0","0","0","0","0","0.1","0.1","0.3","2011-06-07 statistical agreement with farm count that day NA NA","2"
"224","AQ466","Marine Harvest","Arrow ","3.3","June","2","0.3",NA,"0.1",NA,"0.3",NA,"0.1",NA,NA,"1"
"225","AQ1586","Marine Harvest","Doctor Islets","3.3","June","2","0.7",NA,"0.1",NA,"0.8",NA,"0.1",NA,NA,"1"
"226","AQ141","Marine Harvest","Port Elizabeth","3.3","June","2","0.1",NA,"0",NA,"0.7",NA,"0.4",NA,NA,"2"
"227","AQ1145","Marine Harvest","Potts Bay","3.3","June","2","0.3",NA,"0",NA,"4.3",NA,"0",NA,NA,"broodstock"
"228","AQ1059","Marine Harvest","Sargeaunt Pass","3.3","June","2","0",NA,"0",NA,"0.1",NA,"0",NA,NA,"1"
"229","AQ465","Marine Harvest","Swanson","3.3","June","2","0.2",NA,"0.2",NA,"2.2",NA,"0",NA,NA,"2"
"230","AQ739","Marine Harvest","Upper Retreat","3.3","June","2","0.1",NA,"0",NA,"0.2",NA,"0.2",NA,NA,"1"
"231","AQ820","Marine Harvest","Wicklow","3.3","June","2","0.8","1.1","0.2","0.3","3.5","2.4","2.9","2.8","2011-06-01 statistical agreement with farm count that day NA NA","2"
"235","AQ1336","Mainstream Canada","Simmonds","3.4","June","******1","0.1","0.1","0","0","3.3","3.3","0.3","0.4","2011-06-06 statistical agreement with farm count that day NA NA","1"
"238","AQ892","Marine Harvest","Bell Island","3.4","June","3","0.1",NA,"0",NA,"0.3",NA,"0.2",NA,NA,"1"
"239","AQ1351","Marine Harvest","Marsh","3.4","June","2","2",NA,"0.9",NA,"5",NA,"0.8",NA,NA,"1"
"240","AQ1198","Marine Harvest","Raynor","3.4","June","2","0.1","0.2","0","0","0.8","0.4","0.2","0.4","2011-06-21 statistical agreement with farm count that day NA NA","1"
"243","AQ1350","Marine Harvest","Shelter Bay","3.4","June","2","1.3",NA,"0.2",NA,"0.1",NA,"0.6",NA,NA,"2"
"244","AQ831","Marine Harvest","Shelter Pass","3.4","June","2","0.2",NA,"0",NA,"0.3",NA,"0",NA,NA,"1"
"246","AQ1702","Marine Harvest","Goat Cove","3.5","June","***1","0.3",NA,"0.1",NA,"0",NA,"0",NA,"harvesting","2"
"247","AQ1580","Marine Harvest","Jackson Pass","3.5","June","2","0.1","0.1","0","0","0.1","0.2","0.2","0.4","2011-06-22 statistical agreement with farm count that day NA NA","1"
"250","AQ1896","Marine Harvest","Lime Point","3.5","June","2","0.4",NA,"0.3",NA,"0.2",NA,"0",NA,NA,"1"
"251","AQ884","Marine Harvest","Lochalsh","3.5","June","******1","0.3",NA,"0.2",NA,"0.1",NA,"0.3",NA,NA,"1"
"252","AQ1895","Marine Harvest","Sheep Passage","3.5","June","2","0.6",NA,"0.4",NA,"0.1",NA,"0",NA,NA,"2"
"17","AQ1537","Mainstream Canada","Bare Bluff","2.3","July","2","0.9",NA,"0.4",NA,"0",NA,"0.1",NA,NA,"1"
"18","AQ227","Mainstream Canada","Bawden ","2.3","July","2","0.2",NA,"0.1",NA,"0.1",NA,"0",NA,NA,"2"
"1910","AQ520","Mainstream Canada","Bedwell","2.3","July","2","1.9",NA,"0.7",NA,"0.4",NA,"0.5",NA,NA,"1"
"2010","AQ1148","Mainstream Canada","Binns Island","2.3","July","2","0",NA,"0",NA,"0",NA,"0",NA,NA,"2"
"219","AQ1507","Mainstream Canada","Millar ","2.3","July","2","0.4",NA,"0.2",NA,"0.1",NA,"0.1",NA,NA,"2"
"223","AQ543","Mainstream Canada","Mussel Rock","2.3","July","2","2.3",NA,"1",NA,"0.4",NA,"0.2",NA,NA,"1"
"233","AQ526","Mainstream Canada","Rant Pt","2.3","July","2","0.1","0.1","0.1","0","0","0","0","0","2011-07-12 statistical agreement with farm count on that day","2"
"262","AQ314","Mainstream Canada","Ross Pass","2.3","July","2","0.1",NA,"0.1",NA,"0.1",NA,"0",NA,NA,"2"
"271","AQ527","Mainstream Canada","Saranac","2.3","July","**1","3.6",NA,"0.9",NA,"5.3",NA,"0.1",NA,"Algal bloom","1"
"282","AQ1472","Mainstream Canada","West Side","2.3","July","2","0.8",NA,"0.3",NA,"0.1",NA,"0.3",NA,NA,"1"
"301","AQ1738","Grieg Seafood"," Atrevida ","2.4","July","1","0.5",NA,"0.1",NA,"0",NA,"0",NA,NA,"1"
"311","AQ1789","Grieg Seafood"," Concepcion ","2.4","July","2","0.1","0","0","0","0","0","0","0","2011-07-22 statistical agreement with farm count on that day","1"
"342","AQ1849","Grieg Seafood","Muchalat N","2.4","July","1","0.6",NA,"0.2",NA,"0",NA,"0",NA,NA,"2"
"351","AQ1079","Grieg Seafood","Steamer","2.4","July","***0","-",NA,"-",NA,"-",NA,"-",NA,"Algal bloom","2"
"362","AQ144","Marine Harvest","Koskimo","2.4","July","1","0.2",NA,"0",NA,"0.5",NA,"0.2",NA,NA,"1"
"372","AQ1338","Marine Harvest","Mahatta E","2.4","July","*1","4",NA,"2.7",NA,"0",NA,"0.3",NA,"Management action taken","2"
"381","AQ1237","Marine Harvest","Monday Rocks","2.4","July","****1","3.1",NA,"0.2",NA,"1.3",NA,"0.1",NA,NA,"1"
"402","AQ1698","Grieg Seafood"," Ahlstrom ","3.1","July","1","0",NA,"0",NA,"0",NA,"0",NA,NA,"2"
"412","AQ1697","Grieg Seafood"," Culloden ","3.1","July","1","0.1",NA,"0",NA,"0.1",NA,"0",NA,NA,"2"
"422","AQ746","Grieg Seafood"," Farm 13","3.1","July","1","0.1",NA,"0",NA,"0",NA,"0",NA,NA,"1"
"432","AQ332","Grieg Seafood"," Salten ","3.1","July","1","0",NA,"0",NA,"0",NA,"0",NA,NA,"1"
"451","AQ137","Grieg Seafood"," Conville Bay ","3.2","July","1","0.3",NA,"0.2",NA,"0.3",NA,"0",NA,NA,"2"
"462","AQ1401","Mainstream Canada","Brent ","3.2","July","1","1.8",NA,"0.4",NA,"2.7",NA,"0.9",NA,NA,"1"
"472","AQ377","Marine Harvest","Bickley","3.2","July","1","0.2",NA,"0",NA,"0.2",NA,"0.1",NA,"Complete 3 pen count precluded by algal bloom","1"
"491","AQ388","Marine Harvest","Brougham Pt","3.2","July","1","1.1",NA,"0.5",NA,"1.4",NA,"0.2",NA,NA,"2"
"502","AQ790","Marine Harvest","Chancellor ","3.2","July","2","0.5",NA,"0.2",NA,"0",NA,"0",NA,NA,"2"
"511","AQ1164","Marine Harvest","Farside","3.2","July","1","1.6",NA,"1.2",NA,"0.3",NA,"0.1",NA,NA,"2"
"522","AQ553","Marine Harvest","Frederick Arm","3.2","July","1","0.9",NA,"0.6",NA,"0.5",NA,"0",NA,"Complete 3 pen count precluded by harvesting resulting in <3 pens ","2"
"552","AQ1581","Marine Harvest","Hardwicke","3.2","July","2","1.3",NA,"0.6",NA,"0.2",NA,"0.6",NA,NA,"2"
"562","AQ100","Marine Harvest","Lees Bay","3.2","July","2","0.4",NA,"0.1",NA,"0",NA,"0",NA,NA,"2"
"571","AQ380","Marine Harvest","Sonora Pt","3.2","July","1","0.2",NA,"0",NA,"0.7",NA,"0.2",NA,NA,"2"
"582","AQ378","Marine Harvest","Thurlow S","3.2","July","1","1.7",NA,"0.4",NA,"2.6",NA,"0.5",NA,NA,"2"
"602","AQ1825","Grieg Seafood"," Bennett Pt","3.3","July","1","0.2",NA,"0.1",NA,"0",NA,"0",NA,NA,"2"
"612","AQ1144","Mainstream Canada","Burdwood","3.3","July","2","0.1",NA,"0",NA,"0",NA,"0",NA,NA,"2"
"622","AQ819","Mainstream Canada","Cecil ","3.3","July","2","0.3",NA,"0.2",NA,"0.1",NA,"0",NA,NA,"broodstock"
"632","AQ869","Mainstream Canada","Maude Island","3.3","July","1","0.1",NA,"0",NA,"0",NA,"0",NA,NA,"2"
"642","AQ1300","Marine Harvest","Althorpe","3.3","July",NA,"0.2",NA,"0",NA,"0",NA,"0.3",NA,"Complete 3 pen count predluded by fish transfer mid-month","1"
"672","AQ1586","Marine Harvest","Doctor Islets","3.3","July","1","0.1",NA,"0",NA,"0",NA,"0",NA,NA,"2"
"682","AQ467","Marine Harvest","Midsummer","3.3","July","1","0.2",NA,"0.1",NA,"2.4",NA,"0.2",NA,NA,"1"
"691","AQ141","Marine Harvest","Port Elizabeth","3.3","July","1","0.1",NA,"0",NA,"0",NA,"0.1",NA,NA,"2"
"702","AQ1145","Marine Harvest","Potts Bay","3.3","July","1","0.6",NA,"0.3",NA,"0.9",NA,"0.1",NA,NA,"broodstock"
"712","AQ1059","Marine Harvest","Sargeaunt Pass","3.3","July","1","0",NA,"0",NA,"0.1",NA,"0",NA,NA,"1"
"722","AQ465","Marine Harvest","Swanson","3.3","July","1","0.8",NA,"0.3",NA,"0.9",NA,"0.9",NA,NA,"2"
"732","AQ739","Marine Harvest","Upper Retreat","3.3","July","1","0.2",NA,"0",NA,"0.2",NA,"0.1",NA,NA,"1"
"742","AQ820","Marine Harvest","Wicklow","3.3","July","1","1.3",NA,"0.6",NA,"0.1",NA,"0.2",NA,NA,"2"
"762","AQ1336","Mainstream Canada","Simmonds","3.4","July","2","0.1",NA,"0",NA,"3.4",NA,"0.1",NA,NA,"1"
"772","AQ892","Marine Harvest","Bell Island","3.4","July","2","0.3",NA,"0.1",NA,"0.8",NA,"1.1",NA,NA,"1"
"781","AQ1351","Marine Harvest","Marsh","3.4","July","1","2.9",NA,"1.2",NA,"12.1",NA,"3.3",NA,"Management action taken","2"
"792","AQ1198","Marine Harvest","Raynor","3.4","July","1","0.2",NA,"0",NA,"0.3",NA,"0.4",NA,NA,"1"
"802","AQ1350","Marine Harvest","Shelter Bay","3.4","July","1","1.8",NA,"0.7",NA,"2.2",NA,"0",NA,NA,"2"
"811","AQ831","Marine Harvest","Shelter Pass","3.4","July","1","0.2",NA,"0.1",NA,"0.3",NA,"0",NA,NA,"1"
"832","AQ1720","Marine Harvest","Goat Cove","3.5","July","1","0.5",NA,"0.3",NA,"0.1",NA,"0",NA,"Complete 3 pen count predluded by fish transfer mid-month","2"
"861","AQ1580","Marine Harvest","Jackson Pass","3.5","July","1","0.2",NA,"0",NA,"0.1",NA,"0.1",NA,NA,"1"
"872","AQ1691","Marine Harvest","Kid Bay","3.5","July","1","2.7",NA,"0.9",NA,"1.2",NA,"0.6",NA,NA,"1"
"882","AQ1896","Marine Harvest","Lime Point","3.5","July","1","2.2",NA,"1.4",NA,"0.1",NA,"0.1",NA,NA,"1"
"892","AQ1895","Marine Harvest","Sheep Passage","3.5","July","1","0.8",NA,"0.4",NA,"0",NA,"0",NA,NA,"2"
"922","AQ1537","Mainstream Canada","Bare Bluff","2.3","August","2","1.8",NA,"0.8",NA,"1.5",NA,"0.1",NA,NA,"1"
"93","AQ227","Mainstream Canada","Bawden ","2.3","August","2","0.7",NA,"0.2",NA,"0.9",NA,"0",NA,NA,"2"
"941","AQ520","Mainstream Canada","Bedwell","2.3","August","2","3.3",NA,"1.4",NA,"4.1",NA,"2.7",NA,"Management action planned","1"
"952","AQ1148","Mainstream Canada","Binns Island","2.3","August","1","0",NA,"0",NA,"0",NA,"0",NA,NA,"2"
"962","AQ1507","Mainstream Canada","Millar ","2.3","August","1","0.9",NA,"0.3",NA,"0.2",NA,"0",NA,NA,"2"
"972","AQ543","Mainstream Canada","Mussel Rock","2.3","August","2","3.6",NA,"1.3",NA,"1.6",NA,"0.1",NA,"Management action taken","1"
"982","AQ526","Mainstream Canada","Rant Pt","2.3","August","2","0",NA,"0",NA,"0.2",NA,"0",NA,NA,"2"
"992","AQ314","Mainstream Canada","Ross Pass","2.3","August","2","0.6",NA,"0.3",NA,"0.4",NA,"0",NA,NA,"2"
